,Hotel_Name,Rate,Governorate
0,Jaz Almaza Beach Resort,4.5,Mersa_Matruh
1,Carols Beau Rivage,4.0,Mersa_Matruh
2,Porto Matrouh Beach Resort,4.0,Mersa_Matruh
3,Adriatica Hotel,4.5,Mersa_Matruh
4,Belle Vue Hotel by Beau Site,3.5,Mersa_Matruh
5,Almanara Hotel Marsa Matrouh,5.0,Mersa_Matruh
