,Hotel_Name,Rate,Governorate
0,Porto Said Resort & Spa,4.0,Port_Said
1,Jewel El Gameel Hotel,5.0,Port_Said
2,La Poste Hotel,3.0,Port_Said
3,Resta Port Said Hotel,3.0,Port_Said
4,Aracan Hotel,3.0,Port_Said
