,Rating,Name
177,5,Bibliotheca Alexandrina
178,5,Bibliotheca Alexandrina
179,5,Bibliotheca Alexandrina
180,5,Bibliotheca Alexandrina
181,5,Bibliotheca Alexandrina
182,5,Bibliotheca Alexandrina
183,5,Bibliotheca Alexandrina
184,5,Bibliotheca Alexandrina
185,5,Bibliotheca Alexandrina
186,5,Bibliotheca Alexandrina
187,5,Bibliotheca Alexandrina
188,5,Bibliotheca Alexandrina
189,3,Bibliotheca Alexandrina
190,5,Bibliotheca Alexandrina
191,5,Bibliotheca Alexandrina
192,5,Bibliotheca Alexandrina
193,5,Bibliotheca Alexandrina
194,5,Bibliotheca Alexandrina
195,5,Bibliotheca Alexandrina
196,5,Bibliotheca Alexandrina
197,5,Bibliotheca Alexandrina
198,5,Bibliotheca Alexandrina
199,5,Bibliotheca Alexandrina
