,Restaurant_Name,Governorate
0,LordSweets,Port_Said
1,PizzaPino,Port_Said
2,Moodz,Port_Said
3,ElBorgRestaurantsForSeaFood,Port_Said
4,CentralPerk,Port_Said
5,Gianola,Port_Said
6,HighBurger,Port_Said
7,AbdouKofta,Port_Said
8,PizzaElmsree,Port_Said
9,Kastan,Port_Said
10,PizzaHut,Port_Said
11,DoaiahBeach&KiteClub,Port_Said
12,PortoFish,Port_Said
13,ElArosaPastry&CoffeeShop,Port_Said
14,LordSweets,Port_Said
