,Restaurant_Name,Governorate
0,Kamona,Mersa_Matruh
1,Corallo-SeaFood-AlmazaBay,Mersa_Matruh
2,Morgana-MediterraneanCusine–AlmazaBay,Mersa_Matruh
3,Sofra-MiddleEastCusine,Mersa_Matruh
4,McDonald's,Mersa_Matruh
5,HosnyForB,Mersa_Matruh
6,KFC,Mersa_Matruh
7,SaharRestaurant,Mersa_Matruh
8,Potato&Zalabya,Mersa_Matruh
9,AbouSultan,Mersa_Matruh
