,Restaurant_Name,Governorate
0,RedaHelmyB,Ismailia
1,HassanAboAliForSeafood,Ismailia
2,PizzaMelodies,Ismailia
3,Flames,Ismailia
4,AlfanarRestaurant,Ismailia
5,Cilantro,Ismailia
6,Titoristorantepizzeriacaffe,Ismailia
7,ElSalaAlaElNaby,Ismailia
8,ThebesPastry,Ismailia
9,Euphoria,Ismailia
10,Zanobia,Ismailia
11,Cup&Cone,Ismailia
12,HelmySonsForB,Ismailia
13,CaviarElkamashSeafoodRestaurant,Ismailia
14,KababgyAbouHelmy,Ismailia
