,Restaurant_Name,Governorate
0,Oriental,Zagazig
1,MyBroastZagazig,Zagazig
2,Paradise,Zagazig
3,HatyElMolouk,Zagazig
4,MaximRestaurant,Zagazig
5,7DaysPizza,Zagazig
6,HatyBadr,Zagazig
7,AbouRashedPastry,Zagazig
8,SarawatRestaurant,Zagazig
9,SweetBassamGroup,Zagazig
